year	month	day	hour	minute	second	valid_flag
2017	1	26	12	53	32.699	1
2017	1	26	12	53	32.705	1
2017	1	26	12	53	32.715	1
2017	1	26	12	53	32.73	1
2017	1	26	12	53	32.73	1
2017	1	26	12	53	32.747	1
2017	1	26	12	53	32.748	1
2017	1	26	12	53	32.764	1
2017	1	26	12	53	32.766	1
2017	1	26	12	53	32.78	1
2017	1	26	12	53	32.782	1
2017	1	26	12	53	32.797	1
2017	1	26	12	53	32.797	1
2017	1	26	12	53	32.813	1
2017	1	26	12	53	32.814	1
2017	1	26	12	53	32.822	1
2017	1	26	12	53	32.832	1
2017	1	26	12	53	32.839	1
2017	1	26	12	53	32.849	1
2017	1	26	12	53	32.856	1
2017	1	26	12	53	32.865	1
2017	1	26	12	53	32.872	1
2017	1	26	12	53	32.881	1
2017	1	26	12	53	32.89	1
2017	1	26	12	53	32.897	1
2017	1	26	12	53	32.906	1
2017	1	26	12	53	32.914	1
2017	1	26	12	53	32.922	1
2017	1	26	12	53	32.931	1
2017	1	26	12	53	32.939	1
2017	1	26	12	53	32.948	1
2017	1	26	12	53	32.955	1
2017	1	26	12	53	32.965	1
2017	1	26	12	53	32.972	1
2017	1	26	12	53	32.982	1
2017	1	26	12	53	32.989	1
2017	1	26	12	53	32.997	1
2017	1	26	12	53	33.013	1
2017	1	26	12	53	33.016	1
2017	1	26	12	53	33.03	1
2017	1	26	12	53	33.032	1
2017	1	26	12	53	33.047	1
2017	1	26	12	53	33.047	1
2017	1	26	12	53	33.063	1
2017	1	26	12	53	33.065	1
2017	1	26	12	53	33.08	1
2017	1	26	12	53	33.082	1
2017	1	26	12	53	33.089	1
2017	1	26	12	53	33.099	1
2017	1	26	12	53	33.106	1
2017	1	26	12	53	33.115	1
2017	1	26	12	53	33.122	1
2017	1	26	12	53	33.131	1
2017	1	26	12	53	33.139	1
2017	1	26	12	53	33.148	1
2017	1	26	12	53	33.163	1
2017	1	26	12	53	33.164	1
2017	1	26	12	53	33.18	1
2017	1	26	12	53	33.182	1
2017	1	26	12	53	33.189	1
2017	1	26	12	53	33.197	1
2017	1	26	12	53	33.205	1
2017	1	26	12	53	33.214	1
2017	1	26	12	53	33.222	1
2017	1	26	12	53	33.231	1
2017	1	26	12	53	33.239	1
2017	1	26	12	53	33.248	1
2017	1	26	12	53	33.255	1
2017	1	26	12	53	33.264	1
2017	1	26	12	53	33.272	1
2017	1	26	12	53	33.282	1
2017	1	26	12	53	33.297	1
2017	1	26	12	53	33.298	1
2017	1	26	12	53	33.313	1
2017	1	26	12	53	33.315	1
2017	1	26	12	53	33.33	1
2017	1	26	12	53	33.332	1
2017	1	26	12	53	33.347	1
2017	1	26	12	53	33.347	1
2017	1	26	12	53	33.356	1
2017	1	26	12	53	33.365	1
2017	1	26	12	53	33.372	1
2017	1	26	12	53	33.381	1
2017	1	26	12	53	33.389	1
2017	1	26	12	53	33.398	1
2017	1	26	12	53	33.405	1
2017	1	26	12	53	33.415	1
2017	1	26	12	53	33.43	1
2017	1	26	12	53	33.432	1
2017	1	26	12	53	33.447	1
2017	1	26	12	53	33.448	1
2017	1	26	12	53	33.463	1
2017	1	26	12	53	33.464	1
2017	1	26	12	53	33.472	1
2017	1	26	12	53	33.482	1
2017	1	26	12	53	33.488	1
2017	1	26	12	53	33.498	1
2017	1	26	12	53	33.505	1
2017	1	26	12	53	33.516	1
2017	1	26	12	53	33.523	1
2017	1	26	12	53	33.531	1
2017	1	26	12	53	33.547	1
2017	1	26	12	53	33.549	1
2017	1	26	12	53	33.564	1
2017	1	26	12	53	33.567	1
2017	1	26	12	53	33.58	1
2017	1	26	12	53	33.581	1
2017	1	26	12	53	33.597	1
2017	1	26	12	53	33.614	1
2017	1	26	12	53	33.614	1
2017	1	26	12	53	33.614	1
2017	1	26	12	53	33.622	1
2017	1	26	12	53	33.632	1
2017	1	26	12	53	33.639	1
2017	1	26	12	53	33.65	1
2017	1	26	12	53	33.655	1
2017	1	26	12	53	33.665	1
2017	1	26	12	53	33.672	1
2017	1	26	12	53	33.682	1
2017	1	26	12	53	33.697	1
2017	1	26	12	53	33.698	1
2017	1	26	12	53	33.713	1
2017	1	26	12	53	33.715	1
2017	1	26	12	53	33.73	1
2017	1	26	12	53	33.733	1
2017	1	26	12	53	33.747	1
2017	1	26	12	53	33.749	1
2017	1	26	12	53	33.756	1
2017	1	26	12	53	33.765	1
2017	1	26	12	53	33.78	1
2017	1	26	12	53	33.782	1
2017	1	26	12	53	33.797	1
2017	1	26	12	53	33.797	1
2017	1	26	12	53	33.813	1
2017	1	26	12	53	33.815	1
2017	1	26	12	53	33.822	1
2017	1	26	12	53	33.832	1
2017	1	26	12	53	33.839	1
2017	1	26	12	53	33.848	1
2017	1	26	12	53	33.856	1
2017	1	26	12	53	33.865	1
2017	1	26	12	53	33.88	1
2017	1	26	12	53	33.882	1
2017	1	26	12	53	33.889	1
2017	1	26	12	53	33.897	1
2017	1	26	12	53	33.907	1
2017	1	26	12	53	33.914	1
2017	1	26	12	53	33.922	1
2017	1	26	12	53	33.93	1
2017	1	26	12	53	33.939	1
2017	1	26	12	53	33.947	1
2017	1	26	12	53	33.955	1
2017	1	26	12	53	33.965	1
2017	1	26	12	53	33.972	1
2017	1	26	12	53	33.981	1
2017	1	26	12	53	33.989	1
2017	1	26	12	53	33.998	1
2017	1	26	12	53	34.006	1
2017	1	26	12	53	34.015	1
2017	1	26	12	53	34.022	1
2017	1	26	12	53	34.032	1
2017	1	26	12	53	34.046	1
2017	1	26	12	53	34.048	1
2017	1	26	12	53	34.063	1
2017	1	26	12	53	34.064	1
2017	1	26	12	53	34.08	1
2017	1	26	12	53	34.082	1
2017	1	26	12	53	34.097	1
2017	1	26	12	53	34.097	1
2017	1	26	12	53	34.106	1
2017	1	26	12	53	34.115	1
2017	1	26	12	53	34.122	1
2017	1	26	12	53	34.132	1
2017	1	26	12	53	34.139	1
2017	1	26	12	53	34.148	1
2017	1	26	12	53	34.155	1
2017	1	26	12	53	34.165	1
2017	1	26	12	53	34.172	1
2017	1	26	12	53	34.182	1
2017	1	26	12	53	34.197	1
2017	1	26	12	53	34.197	1
2017	1	26	12	53	34.213	1
2017	1	26	12	53	34.214	1
2017	1	26	12	53	34.23	1
2017	1	26	12	53	34.232	1
2017	1	26	12	53	34.247	1
2017	1	26	12	53	34.247	1
2017	1	26	12	53	34.255	1
2017	1	26	12	53	34.264	1
2017	1	26	12	53	34.272	1
2017	1	26	12	53	34.281	1
2017	1	26	12	53	34.289	1
2017	1	26	12	53	34.297	1
2017	1	26	12	53	34.305	1
2017	1	26	12	53	34.314	1
2017	1	26	12	53	34.324	1
2017	1	26	12	53	34.33	1
2017	1	26	12	53	34.339	1
2017	1	26	12	53	34.347	1
2017	1	26	12	53	34.355	1
2017	1	26	12	53	34.364	1
2017	1	26	12	53	34.372	1
2017	1	26	12	53	34.381	1
2017	1	26	12	53	34.389	1
2017	1	26	12	53	34.398	1
2017	1	26	12	53	34.406	1
2017	1	26	12	53	34.416	1
2017	1	26	12	53	34.422	1
2017	1	26	12	53	34.432	1
2017	1	26	12	53	34.439	1
2017	1	26	12	53	34.448	1
2017	1	26	12	53	34.456	1
2017	1	26	12	53	34.466	1
2017	1	26	12	53	34.48	1
2017	1	26	12	53	34.482	1
2017	1	26	12	53	34.497	1
2017	1	26	12	53	34.499	1
2017	1	26	12	53	34.513	1
2017	1	26	12	53	34.514	1
2017	1	26	12	53	34.53	1
2017	1	26	12	53	34.53	1
2017	1	26	12	53	34.547	1
2017	1	26	12	53	34.549	1
2017	1	26	12	53	34.556	1
2017	1	26	12	53	34.565	1
2017	1	26	12	53	34.572	1
2017	1	26	12	53	34.582	1
2017	1	26	12	53	34.589	1
2017	1	26	12	53	34.597	1
2017	1	26	12	53	34.607	1
2017	1	26	12	53	34.614	1
2017	1	26	12	53	34.622	1
2017	1	26	12	53	34.631	1
2017	1	26	12	53	34.64	1
2017	1	26	12	53	34.647	1
2017	1	26	12	53	34.655	1
2017	1	26	12	53	34.664	1
2017	1	26	12	53	34.672	1
2017	1	26	12	53	34.681	1
2017	1	26	12	53	34.689	1
2017	1	26	12	53	34.698	1
2017	1	26	12	53	34.705	1
2017	1	26	12	53	34.717	1
2017	1	26	12	53	34.722	1
2017	1	26	12	53	34.731	1
2017	1	26	12	53	34.746	1
2017	1	26	12	53	34.748	1
2017	1	26	12	53	34.763	1
2017	1	26	12	53	34.764	1
2017	1	26	12	53	34.78	1
2017	1	26	12	53	34.782	1
2017	1	26	12	53	34.796	1
2017	1	26	12	53	34.798	1
2017	1	26	12	53	34.814	1
2017	1	26	12	53	34.815	1
2017	1	26	12	53	34.822	1
2017	1	26	12	53	34.832	1
2017	1	26	12	53	34.839	1
2017	1	26	12	53	34.849	1
2017	1	26	12	53	34.855	1
2017	1	26	12	53	34.864	1
2017	1	26	12	53	34.872	1
2017	1	26	12	53	34.882	1
2017	1	26	12	53	34.889	1
2017	1	26	12	53	34.899	1
2017	1	26	12	53	34.913	1
2017	1	26	12	53	34.915	1
2017	1	26	12	53	34.93	1
2017	1	26	12	53	34.932	1
2017	1	26	12	53	34.939	1
2017	1	26	12	53	34.947	1
2017	1	26	12	53	34.955	1
2017	1	26	12	53	34.964	1
2017	1	26	12	53	34.972	1
2017	1	26	12	53	34.982	1
2017	1	26	12	53	34.989	1
2017	1	26	12	53	34.998	1
2017	1	26	12	53	35.005	1
2017	1	26	12	53	35.016	1
2017	1	26	12	53	35.022	1
2017	1	26	12	53	35.032	1
2017	1	26	12	53	35.047	1
2017	1	26	12	53	35.048	1
2017	1	26	12	53	35.064	1
2017	1	26	12	53	35.064	1
2017	1	26	12	53	35.08	1
2017	1	26	12	53	35.08	1
2017	1	26	12	53	35.097	1
2017	1	26	12	53	35.098	1
2017	1	26	12	53	35.113	1
2017	1	26	12	53	35.115	1
2017	1	26	12	53	35.122	1
2017	1	26	12	53	35.13	1
2017	1	26	12	53	35.139	1
2017	1	26	12	53	35.149	1
2017	1	26	12	53	35.155	1
2017	1	26	12	53	35.165	1
2017	1	26	12	53	35.172	1
2017	1	26	12	53	35.181	1
2017	1	26	12	53	35.196	1
2017	1	26	12	53	35.197	1
2017	1	26	12	53	35.213	1
2017	1	26	12	53	35.215	1
2017	1	26	12	53	35.23	1
2017	1	26	12	53	35.232	1
2017	1	26	12	53	35.247	1
2017	1	26	12	53	35.247	1
2017	1	26	12	53	35.263	1
2017	1	26	12	53	35.264	1
2017	1	26	12	53	35.272	1
2017	1	26	12	53	35.282	1
2017	1	26	12	53	35.288	1
2017	1	26	12	53	35.298	1
2017	1	26	12	53	35.305	1
2017	1	26	12	53	35.315	1
2017	1	26	12	53	35.33	1
2017	1	26	12	53	35.332	1
2017	1	26	12	53	35.347	1
2017	1	26	12	53	35.349	1
2017	1	26	12	53	35.363	1
2017	1	26	12	53	35.365	1
2017	1	26	12	53	35.38	1
2017	1	26	12	53	35.381	1
2017	1	26	12	53	35.397	1
2017	1	26	12	53	35.398	1
2017	1	26	12	53	35.406	1
2017	1	26	12	53	35.415	1
2017	1	26	12	53	35.422	1
2017	1	26	12	53	35.432	1
2017	1	26	12	53	35.439	1
2017	1	26	12	53	35.449	1
2017	1	26	12	53	35.455	1
2017	1	26	12	53	35.465	1
2017	1	26	12	53	35.48	1
2017	1	26	12	53	35.482	1
2017	1	26	12	53	35.497	1
2017	1	26	12	53	35.498	1
2017	1	26	12	53	35.513	1
2017	1	26	12	53	35.515	1
2017	1	26	12	53	35.53	1
2017	1	26	12	53	35.533	1
2017	1	26	12	53	35.546	1
2017	1	26	12	53	35.548	1
2017	1	26	12	53	35.563	1
2017	1	26	12	53	35.563	1
2017	1	26	12	53	35.572	1
2017	1	26	12	53	35.581	1
2017	1	26	12	53	35.589	1
2017	1	26	12	53	35.598	1
2017	1	26	12	53	35.605	1
2017	1	26	12	53	35.615	1
2017	1	26	12	53	35.622	1
2017	1	26	12	53	35.631	1
2017	1	26	12	53	35.64	1
2017	1	26	12	53	35.647	1
2017	1	26	12	53	35.656	1
2017	1	26	12	53	35.664	1
2017	1	26	12	53	35.672	1
2017	1	26	12	53	35.68	1
2017	1	26	12	53	35.689	1
2017	1	26	12	53	35.698	1
2017	1	26	12	53	35.706	1
2017	1	26	12	53	35.715	1
2017	1	26	12	53	35.722	1
2017	1	26	12	53	35.732	1
2017	1	26	12	53	35.739	1
2017	1	26	12	53	35.749	1
2017	1	26	12	53	35.756	1
2017	1	26	12	53	35.765	1
2017	1	26	12	53	35.78	1
2017	1	26	12	53	35.782	1
2017	1	26	12	53	35.797	1
2017	1	26	12	53	35.797	1
2017	1	26	12	53	35.813	1
2017	1	26	12	53	35.814	1
2017	1	26	12	53	35.83	1
2017	1	26	12	53	35.846	1
2017	1	26	12	53	35.847	1
2017	1	26	12	53	35.847	1
2017	1	26	12	53	35.855	1
2017	1	26	12	53	35.867	1
2017	1	26	12	53	35.872	1
2017	1	26	12	53	35.882	1
2017	1	26	12	53	35.889	1
2017	1	26	12	53	35.898	1
2017	1	26	12	53	35.905	1
2017	1	26	12	53	35.915	1
2017	1	26	12	53	35.93	1
2017	1	26	12	53	35.93	1
2017	1	26	12	53	35.947	1
2017	1	26	12	53	35.949	1
2017	1	26	12	53	35.963	1
2017	1	26	12	53	35.965	1
2017	1	26	12	53	35.972	1
2017	1	26	12	53	35.997	1
2017	1	26	12	53	35.997	1
2017	1	26	12	53	35.997	1
2017	1	26	12	53	36.006	1
2017	1	26	12	53	36.014	1
2017	1	26	12	53	36.022	1
2017	1	26	12	53	36.03	1
2017	1	26	12	53	36.039	1
2017	1	26	12	53	36.047	1
2017	1	26	12	53	36.058	1
2017	1	26	12	53	36.064	1
2017	1	26	12	53	36.072	1
2017	1	26	12	53	36.081	1
2017	1	26	12	53	36.089	1
2017	1	26	12	53	36.097	1
2017	1	26	12	53	36.106	1
2017	1	26	12	53	36.115	1
2017	1	26	12	53	36.122	1
2017	1	26	12	53	36.132	1
2017	1	26	12	53	36.139	1
2017	1	26	12	53	36.148	1
2017	1	26	12	53	36.155	1
2017	1	26	12	53	36.165	1
2017	1	26	12	53	36.172	1
2017	1	26	12	53	36.182	1
2017	1	26	12	53	36.196	1
2017	1	26	12	53	36.197	1
2017	1	26	12	53	36.213	1
2017	1	26	12	53	36.216	1
2017	1	26	12	53	36.23	1
2017	1	26	12	53	36.23	1
2017	1	26	12	53	36.247	1
2017	1	26	12	53	36.249	1
2017	1	26	12	53	36.264	1
2017	1	26	12	53	36.266	1
2017	1	26	12	53	36.272	1
2017	1	26	12	53	36.282	1
2017	1	26	12	53	36.289	1
2017	1	26	12	53	36.297	1
2017	1	26	12	53	36.305	1
2017	1	26	12	53	36.314	1
2017	1	26	12	53	36.322	1
2017	1	26	12	53	36.33	1
2017	1	26	12	53	36.339	1
2017	1	26	12	53	36.347	1
2017	1	26	12	53	36.356	1
2017	1	26	12	53	36.364	1
2017	1	26	12	53	36.372	1
2017	1	26	12	53	36.381	1
2017	1	26	12	53	36.389	1
2017	1	26	12	53	36.397	1
2017	1	26	12	53	36.406	1
2017	1	26	12	53	36.415	1
2017	1	26	12	53	36.422	1
2017	1	26	12	53	36.432	1
2017	1	26	12	53	36.439	1
2017	1	26	12	53	36.448	1
2017	1	26	12	53	36.455	1
2017	1	26	12	53	36.464	1
2017	1	26	12	53	36.48	1
2017	1	26	12	53	36.482	1
2017	1	26	12	53	36.496	1
2017	1	26	12	53	36.498	1
2017	1	26	12	53	36.514	1
2017	1	26	12	53	36.517	1
2017	1	26	12	53	36.53	1
2017	1	26	12	53	36.53	1
2017	1	26	12	53	36.547	1
2017	1	26	12	53	36.549	1
2017	1	26	12	53	36.556	1
2017	1	26	12	53	36.565	1
2017	1	26	12	53	36.572	1
2017	1	26	12	53	36.582	1
2017	1	26	12	53	36.589	1
2017	1	26	12	53	36.597	1
2017	1	26	12	53	36.608	1
2017	1	26	12	53	36.614	1
2017	1	26	12	53	36.622	1
2017	1	26	12	53	36.63	1
2017	1	26	12	53	36.639	1
2017	1	26	12	53	36.647	1
2017	1	26	12	53	36.655	1
2017	1	26	12	53	36.663	1
2017	1	26	12	53	36.672	1
2017	1	26	12	53	36.682	1
2017	1	26	12	53	36.689	1
2017	1	26	12	53	36.713	1
2017	1	26	12	53	36.714	1
2017	1	26	12	53	36.714	1
2017	1	26	12	53	36.722	1
2017	1	26	12	53	36.731	1
2017	1	26	12	53	36.739	1
2017	1	26	12	53	36.747	1
2017	1	26	12	53	36.756	1
2017	1	26	12	53	36.764	1
2017	1	26	12	53	36.772	1
2017	1	26	12	53	36.781	1
2017	1	26	12	53	36.789	1
2017	1	26	12	53	36.797	1
2017	1	26	12	53	36.805	1
2017	1	26	12	53	36.814	1
2017	1	26	12	53	36.827	1
2017	1	26	12	53	36.832	1
2017	1	26	12	53	36.839	1
2017	1	26	12	53	36.848	1
2017	1	26	12	53	36.855	1
2017	1	26	12	53	36.866	1
2017	1	26	12	53	36.872	1
2017	1	26	12	53	36.882	1
2017	1	26	12	53	36.896	1
2017	1	26	12	53	36.898	1
2017	1	26	12	53	36.913	1
2017	1	26	12	53	36.915	1
2017	1	26	12	53	36.93	1
2017	1	26	12	53	36.932	1
2017	1	26	12	53	36.946	1
2017	1	26	12	53	36.947	1
2017	1	26	12	53	36.963	1
2017	1	26	12	53	36.965	1
2017	1	26	12	53	36.972	1
2017	1	26	12	53	36.982	1
2017	1	26	12	53	36.989	1
2017	1	26	12	53	36.997	1
2017	1	26	12	53	37.005	1
2017	1	26	12	53	37.015	1
2017	1	26	12	53	37.022	1
2017	1	26	12	53	37.032	1
2017	1	26	12	53	37.039	1
2017	1	26	12	53	37.048	1
2017	1	26	12	53	37.063	1
2017	1	26	12	53	37.064	1
2017	1	26	12	53	37.08	1
2017	1	26	12	53	37.082	1
2017	1	26	12	53	37.096	1
2017	1	26	12	53	37.098	1
2017	1	26	12	53	37.113	1
2017	1	26	12	53	37.115	1
2017	1	26	12	53	37.122	1
2017	1	26	12	53	37.132	1
2017	1	26	12	53	37.138	1
2017	1	26	12	53	37.148	1
2017	1	26	12	53	37.16	1
2017	1	26	12	53	37.165	1
2017	1	26	12	53	37.172	1
2017	1	26	12	53	37.181	1
2017	1	26	12	53	37.197	1
2017	1	26	12	53	37.197	1
2017	1	26	12	53	37.213	1
2017	1	26	12	53	37.216	1
2017	1	26	12	53	37.23	1
2017	1	26	12	53	37.232	1
2017	1	26	12	53	37.247	1
2017	1	26	12	53	37.249	1
2017	1	26	12	53	37.255	1
2017	1	26	12	53	37.265	1
2017	1	26	12	53	37.272	1
2017	1	26	12	53	37.282	1
2017	1	26	12	53	37.289	1
2017	1	26	12	53	37.298	1
2017	1	26	12	53	37.305	1
2017	1	26	12	53	37.315	1
2017	1	26	12	53	37.322	1
2017	1	26	12	53	37.332	1
2017	1	26	12	53	37.346	1
2017	1	26	12	53	37.348	1
2017	1	26	12	53	37.363	1
2017	1	26	12	53	37.366	1
2017	1	26	12	53	37.38	1
2017	1	26	12	53	37.381	1
2017	1	26	12	53	37.396	1
2017	1	26	12	53	37.397	1
2017	1	26	12	53	37.413	1
2017	1	26	12	53	37.415	1
2017	1	26	12	53	37.422	1
2017	1	26	12	53	37.431	1
2017	1	26	12	53	37.438	1
2017	1	26	12	53	37.448	1
2017	1	26	12	53	37.456	1
2017	1	26	12	53	37.465	1
2017	1	26	12	53	37.48	1
2017	1	26	12	53	37.482	1
2017	1	26	12	53	37.497	1
2017	1	26	12	53	37.5	1
2017	1	26	12	53	37.513	1
2017	1	26	12	53	37.514	1
2017	1	26	12	53	37.53	1
2017	1	26	12	53	37.531	1
2017	1	26	12	53	37.547	1
2017	1	26	12	53	37.547	1
2017	1	26	12	53	37.563	1
2017	1	26	12	53	37.565	1
2017	1	26	12	53	37.573	1
2017	1	26	12	53	37.582	1
2017	1	26	12	53	37.588	1
2017	1	26	12	53	37.597	1
2017	1	26	12	53	37.606	1
2017	1	26	12	53	37.613	1
2017	1	26	12	53	37.622	1
2017	1	26	12	53	37.63	1
2017	1	26	12	53	37.639	1
2017	1	26	12	53	37.647	1
2017	1	26	12	53	37.655	1
2017	1	26	12	53	37.664	1
2017	1	26	12	53	37.672	1
2017	1	26	12	53	37.681	1
2017	1	26	12	53	37.689	1
2017	1	26	12	53	37.698	1
2017	1	26	12	53	37.706	1
2017	1	26	12	53	37.715	1
2017	1	26	12	53	37.722	1
2017	1	26	12	53	37.731	1
2017	1	26	12	53	37.738	1
2017	1	26	12	53	37.748	1
2017	1	26	12	53	37.763	1
2017	1	26	12	53	37.764	1
2017	1	26	12	53	37.78	1
2017	1	26	12	53	37.782	1
2017	1	26	12	53	37.797	1
2017	1	26	12	53	37.797	1
2017	1	26	12	53	37.813	1
2017	1	26	12	53	37.815	1
2017	1	26	12	53	37.83	1
2017	1	26	12	53	37.83	1
2017	1	26	12	53	37.839	1
2017	1	26	12	53	37.848	1
2017	1	26	12	53	37.855	1
2017	1	26	12	53	37.865	1
2017	1	26	12	53	37.872	1
2017	1	26	12	53	37.882	1
2017	1	26	12	53	37.889	1
2017	1	26	12	53	37.898	1
2017	1	26	12	53	37.914	1
2017	1	26	12	53	37.914	1
2017	1	26	12	53	37.93	1
2017	1	26	12	53	37.932	1
2017	1	26	12	53	37.939	1
2017	1	26	12	53	37.947	1
2017	1	26	12	53	37.956	1
2017	1	26	12	53	37.966	1
2017	1	26	12	53	37.973	1
2017	1	26	12	53	37.982	1
2017	1	26	12	53	37.989	1
2017	1	26	12	53	37.999	1
2017	1	26	12	53	38.005	1
2017	1	26	12	53	38.015	1
2017	1	26	12	53	38.03	1
2017	1	26	12	53	38.032	1
2017	1	26	12	53	38.047	1
2017	1	26	12	53	38.049	1
2017	1	26	12	53	38.063	1
2017	1	26	12	53	38.064	1
2017	1	26	12	53	38.08	1
2017	1	26	12	53	38.08	1
2017	1	26	12	53	38.097	1
2017	1	26	12	53	38.097	1
2017	1	26	12	53	38.106	1
2017	1	26	12	53	38.115	1
2017	1	26	12	53	38.122	1
2017	1	26	12	53	38.133	1
2017	1	26	12	53	38.139	1
2017	1	26	12	53	38.148	1
2017	1	26	12	53	38.155	1
2017	1	26	12	53	38.165	1
2017	1	26	12	53	38.18	1
2017	1	26	12	53	38.182	1
2017	1	26	12	53	38.196	1
2017	1	26	12	53	38.197	1
2017	1	26	12	53	38.213	1
2017	1	26	12	53	38.215	1
2017	1	26	12	53	38.222	1
2017	1	26	12	53	38.231	1
2017	1	26	12	53	38.239	1
2017	1	26	12	53	38.249	1
2017	1	26	12	53	38.256	1
2017	1	26	12	53	38.266	1
2017	1	26	12	53	38.272	1
2017	1	26	12	53	38.282	1
2017	1	26	12	53	38.289	1
2017	1	26	12	53	38.298	1
2017	1	26	12	53	38.314	1
2017	1	26	12	53	38.314	1
2017	1	26	12	53	38.33	1
2017	1	26	12	53	38.33	1
2017	1	26	12	53	38.347	1
2017	1	26	12	53	38.349	1
2017	1	26	12	53	38.363	1
2017	1	26	12	53	38.364	1
2017	1	26	12	53	38.38	1
2017	1	26	12	53	38.38	1
2017	1	26	12	53	38.389	1
2017	1	26	12	53	38.4	1
2017	1	26	12	53	38.406	1
2017	1	26	12	53	38.415	1
2017	1	26	12	53	38.422	1
2017	1	26	12	53	38.432	1
2017	1	26	12	53	38.446	1
2017	1	26	12	53	38.448	1
2017	1	26	12	53	38.463	1
2017	1	26	12	53	38.465	1
2017	1	26	12	53	38.48	1
2017	1	26	12	53	38.482	1
2017	1	26	12	53	38.496	1
2017	1	26	12	53	38.497	1
2017	1	26	12	53	38.513	1
2017	1	26	12	53	38.515	1
2017	1	26	12	53	38.53	1
2017	1	26	12	53	38.532	1
2017	1	26	12	53	38.538	1
2017	1	26	12	53	38.548	1
2017	1	26	12	53	38.555	1
2017	1	26	12	53	38.564	1
2017	1	26	12	53	38.573	1
2017	1	26	12	53	38.58	1
2017	1	26	12	53	38.589	1
2017	1	26	12	53	38.598	1
2017	1	26	12	53	38.606	1
2017	1	26	12	53	38.614	1
2017	1	26	12	53	38.622	1
2017	1	26	12	53	38.63	1
2017	1	26	12	53	38.639	1
2017	1	26	12	53	38.647	1
2017	1	26	12	53	38.655	1
2017	1	26	12	53	38.666	1
2017	1	26	12	53	38.672	1
2017	1	26	12	53	38.682	1
2017	1	26	12	53	38.689	1
2017	1	26	12	53	38.699	1
2017	1	26	12	53	38.705	1
2017	1	26	12	53	38.715	1
2017	1	26	12	53	38.73	1
2017	1	26	12	53	38.73	1
2017	1	26	12	53	38.746	1
2017	1	26	12	53	38.748	1
2017	1	26	12	53	38.763	1
2017	1	26	12	53	38.763	1
2017	1	26	12	53	38.78	1
2017	1	26	12	53	38.781	1
2017	1	26	12	53	38.789	1
2017	1	26	12	53	38.799	1
2017	1	26	12	53	38.805	1
2017	1	26	12	53	38.814	1
2017	1	26	12	53	38.822	1
2017	1	26	12	53	38.831	1
2017	1	26	12	53	38.839	1
2017	1	26	12	53	38.847	1
2017	1	26	12	53	38.857	1
2017	1	26	12	53	38.864	1
2017	1	26	12	53	38.872	1
2017	1	26	12	53	38.88	1
2017	1	26	12	53	38.888	1
2017	1	26	12	53	38.897	1
2017	1	26	12	53	38.905	1
2017	1	26	12	53	38.914	1
2017	1	26	12	53	38.922	1
2017	1	26	12	53	38.932	1
2017	1	26	12	53	38.939	1
